name,body_part,equipment,gif_url,target,secondary_muscles,instructions,exercise_id
cable standing rear delt row (with rope),shoulders,cable,https://v2.exercisedb.io/image/-sK6JTsVkba2Na,delts,"{trapezius,rhomboids,biceps}","{""Stand facing a cable machine with your feet shoulder-width apart."",""Hold the cable attachment with both hands, palms facing each other, and step back to create tension in the cable."",""Keep your back straight and your core engaged."",""Pull the cable towards your body, squeezing your shoulder blades together."",""Pause for a moment at the peak of the movement, then slowly release the cable back to the starting position."",""Repeat for the desired number of repetitions.""}",233
cable standing reverse grip one arm overhead tricep extension,upper arms,cable,https://v2.exercisedb.io/image/kkPcDZe7DselXD,triceps,{shoulders},"{""Stand facing away from the cable machine with your feet shoulder-width apart."",""Hold the cable handle with an underhand grip and extend your arm overhead, keeping your elbow close to your head."",""Keep your upper arm stationary and slowly lower the cable handle behind your head by bending your elbow."",""Pause for a moment at the bottom, then extend your arm back to the starting position."",""Repeat for the desired number of repetitions, then switch arms.""}",1727
cable standing row (v-bar),back,cable,https://v2.exercisedb.io/image/5OdiOKyc3rmRry,upper back,"{biceps,shoulders}","{""Stand facing the cable machine with your feet shoulder-width apart."",""Grasp the v-bar attachment with an overhand grip, palms facing down."",""Keep your back straight and your core engaged."",""Pull the v-bar towards your body, squeezing your shoulder blades together."",""Pause for a moment at the peak of the movement, then slowly release the tension and return to the starting position."",""Repeat for the desired number of repetitions.""}",234
cable standing shoulder external rotation,shoulders,cable,https://v2.exercisedb.io/image/QJJp32pAXMLz2m,delts,"{""rotator cuff"",trapezius}","{""Stand with your feet shoulder-width apart and your knees slightly bent."",""Hold the cable handle with your arm extended in front of you, parallel to the ground."",""Keep your elbow slightly bent and your shoulder blades pulled back."",""Slowly rotate your arm outward, away from your body, while keeping your elbow in the same position."",""Pause for a moment at the end of the movement, then slowly return to the starting position."",""Repeat for the desired number of repetitions.""}",235
cable standing twist row (v-bar),back,cable,https://v2.exercisedb.io/image/4xrZRScJMpNXGQ,upper back,"{biceps,shoulders}","{""Attach a v-bar attachment to a cable machine at chest height."",""Stand facing the cable machine with your feet shoulder-width apart."",""Grasp the v-bar with an overhand grip, palms facing down."",""Take a step back to create tension in the cable."",""Keep your back straight and core engaged throughout the exercise."",""Pull the v-bar towards your torso by retracting your shoulder blades and bending your elbows."",""As you pull, twist your torso to one side, squeezing your shoulder blades together."",""Pause for a moment at the top of the movement, feeling the contraction in your upper back."",""Slowly release the tension and return to the starting position, untwisting your torso."",""Repeat the movement for the desired number of repetitions, alternating the twisting direction with each rep.""}",236
cable standing up straight crossovers,chest,cable,https://v2.exercisedb.io/image/byjxRc0QoGLClt,pectorals,"{deltoids,triceps}","{""Stand in the middle of a cable machine with your feet shoulder-width apart."",""Hold the handles of the cables with your palms facing down and your arms extended straight out to the sides."",""Keeping your arms straight, bring your hands together in front of your body, crossing them over each other."",""Pause for a moment, then slowly return to the starting position, keeping your arms extended."",""Repeat for the desired number of repetitions.""}",1269
cable straight arm pulldown,back,cable,https://v2.exercisedb.io/image/7IRYA86FUu9BT1,lats,"{shoulders,biceps}","{""Attach a straight bar to the high pulley of a cable machine."",""Stand facing the machine with your feet shoulder-width apart."",""Grasp the bar with an overhand grip, keeping your arms straight and your palms facing down."",""Engage your lats and pull the bar down towards your thighs, keeping your arms straight throughout the movement."",""Pause for a moment at the bottom, then slowly return the bar to the starting position."",""Repeat for the desired number of repetitions.""}",238
cable straight arm pulldown (with rope),back,cable,https://v2.exercisedb.io/image/G7sKg6tKyHHiUH,lats,"{biceps,forearms}","{""Attach a rope to the cable machine at the highest setting."",""Stand facing the machine with your feet shoulder-width apart."",""Grasp the rope with both hands, palms facing down."",""Extend your arms fully in front of you, keeping your elbows slightly bent."",""Engage your lats and slowly pull the rope down towards your thighs, keeping your arms straight."",""Pause for a moment at the bottom, then slowly release the tension and return to the starting position."",""Repeat for the desired number of repetitions.""}",237
cable straight back seated row,back,cable,https://v2.exercisedb.io/image/EgAjmptNjRMr2s,upper back,"{biceps,forearms,shoulders}","{""Sit on the cable row machine with your feet flat on the footrests and your knees slightly bent."",""Grasp the cable handles with an overhand grip, palms facing down."",""Keep your back straight and lean slightly forward from the hips."",""Pull the cable handles towards your body, squeezing your shoulder blades together."",""Pause for a moment at the peak of the movement, then slowly release the handles back to the starting position."",""Repeat for the desired number of repetitions.""}",239
cable supine reverse fly,shoulders,cable,https://v2.exercisedb.io/image/lwERWVHLAzZ-1z,delts,"{trapezius,rhomboids}","{""Attach a D-handle to a low pulley cable machine and lie face down on a flat bench."",""Grasp the D-handle with each hand, palms facing down, and extend your arms straight out in front of you."",""Keeping your arms straight, raise them out to the sides until they are parallel to the floor."",""Pause for a moment at the top, then slowly lower your arms back down to the starting position."",""Repeat for the desired number of repetitions.""}",240
cable thibaudeau kayak row,back,cable,https://v2.exercisedb.io/image/2Fac1Znz1N5hFz,lats,"{biceps,rhomboids,""rear deltoids""}","{""Attach a cable handle to a low pulley and sit facing the machine with your feet flat on the floor."",""Grasp the handle with your right hand and extend your arm fully, keeping a slight bend in your elbow."",""Lean forward from your hips, keeping your back straight and your abs engaged."",""Pull the handle towards your torso by retracting your shoulder blade and bending your elbow, keeping your arm close to your body."",""Squeeze your back muscles at the top of the movement, then slowly return to the starting position."",""Repeat for the desired number of repetitions, then switch sides and perform with your left arm.""}",2464
cable triceps pushdown (v-bar),upper arms,cable,https://v2.exercisedb.io/image/b4hs9YChFMugtU,triceps,{forearms},"{""Attach a v-bar attachment to the cable machine at the highest setting."",""Stand facing the cable machine with your feet shoulder-width apart."",""Grasp the v-bar with an overhand grip, palms facing down, and your hands shoulder-width apart."",""Keep your elbows close to your sides and your upper arms stationary throughout the exercise."",""Engage your triceps and exhale as you push the v-bar down until your arms are fully extended."",""Pause for a moment at the bottom of the movement, squeezing your triceps."",""Inhale as you slowly return the v-bar to the starting position, maintaining control."",""Repeat for the desired number of repetitions.""}",241
